web-scraper-order,web-scraper-start-url,item,item-href,Name,Price,MtTot,MtUtil,Bdroom,Bath,Parking,Description,PriceUnit,Province,PropertyType,PropertyState,PublishedDate,pages,pages-href,Province_aux
1594170819-600,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.700,https://www.portalinmobiliario.com/MLC-532283729-departamento-en-venta-metro-plaza-egana-_JM#position=24&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.7,100 m²,89 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Excelente y amplio departamento cercano a Metro Plaza Egaña - Hall de acceso - Comodo living comedor con salida a terraza - Home office - 3 dormitorios (principal en suite) - 2 Baños - Cocina separda con comedor diario - Loggia - Termopanel - Piso flotante - Calefacción central - 2 puestos de estacionamiento - Bodega - Condominio con lindos jardines, 2 piscinas, quincho, gimnasio, sala de eventos, sala gourmet, sala cine, bicicleteros, lavandería, juegos infantiles - Seguridad 24/7 - Sector con excelente conectividad",UF,null,Departamentos,Propiedades usadas,15-06-2020,,,Ñuñoa
1594170835-607,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.740,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5686073-hambugo-e-irarrazaval-metros-plaza-egana-y-villa-frei-uda#position=17&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.74,105 m²,91 m²,3,2,2,"Descripción
			
			
			
	

	

	
	
		Departamento ubicado en inmejorable sector de Ñuñoa, a pasos de estaciones de metro Villa Frei y Plaza Egaña. Con acceso a supermercados, farmacias, bancos y comercio en general. 
El departamento es amplio y se encuentra en muy buen estado. Cuenta con hall de entrada, living comedor con salida a gran terraza cerrada con ventanal termopanel y cortinas hanga roa. Su orientación es oriente, y se ubica en el quinto piso. Cuenta con tres dormitorios amplios, el principal en suite, y con ventanas termopanel. Posee dos baños, una cocina de gran tamaño con comedor de diario y acceso a loggia. 
Posee 2 estacionamientos y 1 bodega. 
El Edificio es de 5 pisos y cuenta con ascensor, construido el año 2015, cuenta con piscina, quincho, sala de eventos, azotea y bicicletero y conserjería 24 horas.",UF,null,Departamentos,Propiedades usadas,27-06-2020,,,Ñuñoa
1594170800-591,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.700,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5656197-exequiel-fernandez-835-uda#position=33&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.7,125 m²,100 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Vivafeliz Propiedades vende Excelente departamento en Exequiel Fernandez a una cuadra de Macul con Grecia. 
Extraordinario departamento ubicado en Ñuñoa, Cercano a comercios como Portal Ñuñoa al cual se puede llegar caminando,  restaurantes por Avda Macul o Avda Grecia, colegios, en general una buena conectividad, seis cuadras de la Nueva Estación Estadio Nacional. El Edificio cuenta con áreas verdes, Juegos Infantiles, gimnasio, sala multiuso, y Piscina panorámica en último Piso. El acceso es controlado 24 horas del día, y cuenta con estacionamientos de visitas. La propiedad tiene 100 mt2 aprox. construidos, mas Terraza por todo el alrededor del depto, como son los dormitorios y Living de 25mts 2. aprox. La distribución cuanta con tres amplios dormitorios, dos baños, cocina amoblada y equipada, loggia, living y comedor amplios, pasillo con closet en su largo. Un estacionamientos en subterráneo y bodega en el mismo lugar. Gasto Común $ 150.000.- aprox.
Considerar el 2% adicional. Aproveche al oportunidad, excelente precio considerando la calidad y ubicación!!. 

Terminaciones 
Piso baños: cerámica

Suministros 
Agua caliente: calefón
Calefacción: eléctrica

Características propiedad 
despensa, escritorio, loggia, cocina amoblada, cocina equipada, portón automático

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 100.000
Gastos comunes: $ 150.000

Otros suministros 
internet, señal satelital, teléfono, tv cable

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,9/6/2020,,,Ñuñoa
1594170761-574,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.700,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5591955-jose-domingo-canas-2001-uda#position=50&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.7,100 m²,100 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Aproveche, solo 1% comisión de corretaje 
Edificio año 2016, sólido en Av. José Domingo Cañas 2000
En un sector privilegiado de ÑUÑOA 
100 metros totales 
Orientación Norte
Gastos Comunes $120.000 
Contribuciones $88.000 
Precio venta 6.700 UF
piso 2
3 dormitorios (uno en suite con Walk in closet) 
2 baños completos 
Terraza en suite y living
Cocina amoblada y equipada 
Calefacción 
Bodega subterránea 
Estacionamiento 
Quincho
Salas de evento espaciosa e iluminada 
Piscina enorme
Terraza
Gimnasio 
Estacionamientos de visitas 
Excelente conectividad


Características propiedad 
comedor de diario, despensa, loggia, cocina amoblada, cocina equipada, portón automático

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, juegos infantiles, piscina, portón eléctrico, quincho, sala de eventos, sala de juegos

Gastos 
Contribuciones: $ 88.000
Gastos comunes: $ 120.000

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,5/5/2020,,,Ñuñoa
1594170716-554,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 7.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5309992-sucre-antonio-varas-uda#position=20&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",7,101.65 m²,95.15 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Lindas vistas, departamento en una zona residencial de Ñuñoa, con buena conectividad.
Edificio de la Constructora ""Almagro""
Piso: 12
Orientación Nor/oriente
Hall de entrada
3 dormitorios
2 baños
El dormitorio principal en suite
Living - comedor juntos con piso flotante y salida a terraza.
Cocina equipada
Todas las ventanas con termopanel
Calefacción por loza radiante
Logia

1 estacionamiento
1 bodega

El edificio cuenta con:
Piscina
2 Salones de Eventos
Gimnasio
Lavandería
Accesos controlados las 24 hrs.
Cámaras de seguridad

Buena conectividad,a pasos de Antonio Varas y de Manuel Montt.
Al lado del Hospital de Carabineros
En la esquina un Strip Center




Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,13-02-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170810-596,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.700,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5659806-manuel-montt-simon-bolivar-uda#position=28&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.7,110 m²,100 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		increiblle departamento amplio luminoso, acogedor, !! en la mejor ubicación de Ñuñoa
3 dormitorios (principal con walking closet) y 2 baños; superficie 110 m2 (piso 11).
- Vista norte despejada por Helipuerto de Hospital de Carabineros.
- Estacionamiento individual (separado de otros autos por paredes de hormigón) y Bodega.
- Loggia y terrazas cerradas.
- Ubicado en sector residencial y de alta plusvalía, con excelente conectividad, muy cercano a Estación de Metro Ñuñoa (3.5 cuadras).
- Equipamiento comunitario: Parque interior, Juegos para niños, Salones para Eventos, Sala Multiuso, Salas de Estudio, Gimnasio, Piscina (Adulto y Niño), 3 Ascensores, Lavandería, Estacionamientos para visitas, Bicicleteros y Circuito Cerrado de TV.

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante

Suministros 
Agua caliente: central agua caliente
Calefacción: losa radiante

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, gimnasio, juegos infantiles, multicancha, piscina, portón eléctrico, quincho, sala de eventos, sala de juegos

Gastos 
Gastos comunes: $ 100.000

Otros suministros 
internet, teléfono

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,11/6/2020,,,Ñuñoa
1594170813-597,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.480,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5659053-duble-almeyda-metro-nunoa-uda#position=27&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.48,121 m²,115 m²,4,2,1,"Descripción
			
			
			
	

	

	
	
		OFERTA de Amplio y luminoso, se encuentra en el corazón de la Comuna de Ñuñoa, por calle Duble de Almeyda con Campo de Deporte, en unos de los barrios más tradicionales y tranquilos de Santiago,. el edificio cuenta con áreas verdes, colegios y comercio.  Excelente conectividad, a cuadras de 2 estaciones de metro. (Estación Ñuñoa Línea 6 y 3. ademas nuestra oficina lo puede asesorar en la  búsqueda para ofrecer  la mejor alternativa de financiamiento en la compra del bien  raíz.

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,12/6/2020,,,Ñuñoa
1594170855-615,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 7.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5697429-duble-almeyda-2942-uda#position=9&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",7,113 m²,106 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Departamento en piso 12, orientación oriente- poniente y sur, finas terminaciones, 3 dormitorios, 2 baños, estacionamiento y bodega, ventanas termopanel, losa radiante, piso flotante, instalación de lavadora, ubicación privilegiada, a pasos de estación de metro Ñuñoa y Chile - España, departamento silencioso y cálido, buena distribución de espacios, cercano a centros educacionales, comerciales, supermercados, áreas verdes y a todo lo necesario para una buena calidad de vida. Excelente conectividad. Seguridad 24hrs., acceso controlado (Conserjería), ascensores.




Características propiedad 
alarma, cocina americana, loggia, cocina amoblada, cocina equipada

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, juegos infantiles, piscina, portón eléctrico, quincho, sala de eventos

Gastos 
Contribuciones: $ 100.000
Gastos comunes: $ 180.000

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,3/7/2020,,,Ñuñoa
1594170841-609,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 160.000.000,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5688540-villaseca-diagonal-orientehernan-cortes-uda#position=15&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",160.000.000,103.6 m²,94.6 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Departamento en 2do piso de 8 totales, orientación sur poniente.
3 dormitorios, principal en suite y 3 baños. Opción de cerrar para un 4to dormitorio (originalmente) 
Cocina amoblada, comedor de diario, loggia. Living comedor con salida a terraza cerrada con ventanal. 
GC $125.000 aprox. 
Contribuciones $90.000.- 

Piso flotante en todo el departamento.
Edificio cuenta con seguridad y conserjería las 24 hrs. Hall de entrada y excelente conectividad. 


Estacionamientos y bodegas 
 Estacionamientos: 2
Bodegas: 2",$,null,Departamentos,Propiedades usadas,30-06-2020,,,Ñuñoa
1594170776-580,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.650,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5615455-sucre-av-pero-de-valdivia-uda#position=44&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.65,110 m²,105 m²,4,2,1,"Descripción
			
			
			
	

	

	
	
		Excelente Departamento REMODELADO con Orientación Nor – Oriente en 2 º Piso. . Edificio de 2 º Pisos. Edificio año 1978.

2º PISO SIN ASCENSOR .Estacionamiento .SIN BODEGA. Gastos Comunes $ 25.000 / Contribuciones $ 125.000 
 
 Dormitorio en Suite. Piso de Madera Restaurado. Cocina y Baños Cerámica. 

Cocina Amoblada . Logia. Sin Calefacción. 

 No tiene Conserjería.


Terminaciones 
Piso baños: baldosín cerámico
Piso dormitorios: madera

Características propiedad 
loggia, cocina amoblada, portón automático

Características comunidad 
circuito cerrado de tv

Gastos 
Contribuciones: $ 125.000
Gastos comunes: $ 25.000

Estacionamientos y bodegas 
 Estacionamientos: 1",UF,null,Departamentos,Propiedades usadas,17-05-2020,,,Ñuñoa
1594170857-616,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 166.000.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5697520-antonio-varas-bretana-uda#position=8&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",166.000.000,100 m²,96 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		PROPIEDADES NV VENDE

OPORTUNIDAD departamento de 3D-2B, 96/100 mts2.
Excelentes condiciones.
Orientación Sur.
Cerca de farmacias, plazas, colegios, súper merccados, etc.
Estacionamiento y bodega.
3 dormitorios, c/u con closets Principal en suite con walking closet y terraza, 2 baños enteros, 1 con ventana.
Terraza con ventanales. Logia con lavadero y ventanales. 
Cocina con muebles en ambos lados. 
Piso flotante
Contribuciones: $90.000 Gastos Comunes $150.000 .
Gran Piscina, Quincho techado, Sala de eventos, Sala de juegos para niños. Conserje 24hrs, Portón automático. Estacionamiento de visitas. Juegos infantiles al interior, Sector para bicicletas, Gimnasio, Calefacción central, con control interior. 
Cercano al hospital y escuela de carabineros, gran seguridad
Valor de Venta : $166.000.000
Ejecutivo de Ventas: Valentina Araya valentina@propiedadesnv.cl cel +569 91254635


Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",$,null,Departamentos,Propiedades usadas,3/7/2020,,,Ñuñoa
1594170718-555,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.527,https://www.portalinmobiliario.com/MLC-520436306-propiedad-en-sucre-a-varas-metro-eyzaguirre-_JM#position=19&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.527,102 m²,91 m²,3,3,3,"Descripción
			
			
			
	

	

	
	
		Te invitamos a vivir en este amplio y cómodo departamento, emplazado en un consolidado barrio residencial, cercano a Metro, comercios y con excelente conectividad.
Amplio hall de acceso independiente, conduce a su luminoso living y comedor, más una práctica terraza. Baño de visitas. La cocina es independiente y con loggia. En la zona de dormitorios, esta el principal con baño en suite y terraza privada. Mas dos dormitorios individuales que comparten un baños. En sus terminaciones, piso flotante, cerámicas y cubiertas de mármol en los baños, piezas alfombradas.

El edificio cuenta con sala de eventos, piscina, terraza exterior y estacionamientos de visita.
Superficies aprox: (Mt2 Útiles: 87,6, Mt2 Loggia: 3,5, Mt2 Terraza: 11,3; Mt2 Totales: 102,4).

Agenda una visita con Nativo Propiedades.

Nota: Las superficies y características entregadas de la propiedad son aproximadas y referenciales y han sido proporcionadas por su dueño.",UF,null,Departamentos,Propiedades usadas,17-02-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170725-558,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 199.900.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5363026-pedro-de-valdivia-3000-uda#position=16&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",199.900.000,101 m²,90 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		VENTA DE HERMOSO DEPARTAMENTO, EN EXCELENTE ZONA DE ÑUÑOA, CUENTA CON ESTACIONAMIENTO SUBTERRANEO (-1) Y BODEGA. EDIFICIO MUY ILUMINADO, SEGURIDAD LAS 24 HORAS, A PASOS DE PEDRO DE VALDIVIA Y A 2 CUADRAS DEL METRO ÑUÑOA. EDIFICIO NUEVO CON TODAS LAS COMODIDADES, TOTALMENTE MODERNO, SEGURIDAD LAS 24 HORAS, COMPLETAMENTE ILUMINADO, CAMARA DE SEGURIDAD MONITORIADAS DIA Y NOCHE.
DEPARTAMENTO CUENTA CON 3 AMPLIOS DORMITORIOS (UNO DE ELLOS EN SUITE, IGUALMENTE CUENTA CON DOBLE CLOSET), 2 AMPLIOS BAÑOS, 2 BALCONES, AMPLIO LIVING COMEDOR, COCINA AISLADA, COMPLETAMENTE AMOBLADA ,CON ENCIMERA , CAMPANA, MUEBLES DE COCINA NUEVOS,CON LOGGIA Y LAVADERO, METROS TOTALES DEL DEPARTAMENTO 100M2 Y 90M2 CONSTRUIDOS.

CERCANO A ÁREAS VERDES, CLÍNICAS, HOSPITAL DE CARABINEROS, COLEGIOS, PARROQUIAS, SUPERMERCADOS Y LOCALES COMERCIALES, BENCINERAS, PASTELERÍAS, RESTAURANTES, CAFETERÍAS, BANCOS, NOTARIAS, LIBRERÍAS, FÁCIL ACCESO A LOCOMOCIÓN, LOCOMOCION COLECTIVA Y A 2 CUADRAS DEL METRO DE SANTIAGO LINEA 6 Y LINEA 3 ÑUÑOA.

• 3 DORMITORIOS
• 2 BAÑOS
• COCINA AMOBLADA, CON CUBIERTA DE MARMOL, COCINA SEPARADA.
• 2 BAÑOS GRANDES
• PISCINA
• SALÓN DE EVENTOS
• CONSERJERÍA LAS 24 HORAS
• ESTACIONAMIENTO SUBTERRANEO (-1)
• BODEGA
• 2 BALCONES 
• QUINCHO
• SALA DE LAVADO Y SECADO 


Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante

Suministros 
Agua caliente: caldera
Calefacción: losa radiante

Características propiedad 
alarma, loggia, cocina amoblada, cocina equipada, portón automático

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, piscina, portón eléctrico, quincho, sala de eventos

Gastos 
Gastos comunes: $ 140.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",$,null,Departamentos,Propiedades usadas,5/3/2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170729-560,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.700,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5363466-exequiel-fernandez-881-uda#position=14&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.7,112 m²,104 m²,3,2,2,"Descripción
			
			
			
	

	

	
	
		Espectacular departamento de 3 dormitorios y 2 baños, principal en suite, todos los dormitorios amplios, living y comedor separados, cocina cerrada con logia, amplia terraza. El departamento se cuenta con orientación nor-oriente, en la tranquila comuna de Ñuñoa.
El edificio cuenta con conserjería 24/7, piscina, sala de eventos, áreas verdes y juegos para los pequeños.
Además se encuentra muy bien ubicado, a media cuadra de Av, Grecia, con excelente locomoción a tres cuadras de estación de metro estadio nacional, y a tres cuadras de estacion Chile España, cercano a malls, colegios, centros médicos, bancos y comercio en general.

Reales interesados contactar al +56 9 9508 7473
Código 49746

Estacionamientos y bodegas 
 Estacionamientos: 2
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,6/3/2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170802-592,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.400,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5571057-departamento-en-nunoa-cercano-a-rodrigo-de-araya-y-avda-macul-uda#position=32&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",5.4,140 m²,140 m²,4,3,1,"Descripción
			
			
			
	

	

	
	
		Se Vende Departamento en Ñuñoa, cercano a Rodrigo de Araya y Avda. Macul

Valor de Venta: UF 5.400

Dormitorios: 4
Baños: 3
Estacionamientos: 1
Piso: 1
Gastos Comunes: $95.000

Se Vende Departamento en primer piso con gran patio privado en Ñuñoa, con una distribución consistente en 4 dormitorios, 3 baños, living-comedor y cocina amoblada.

El Departamento considera 1 Estacionamiento.

Excelente ubicación cercano a supermercados, colegios, universidades, farmacias, mall, próxima línea del metro, condominio con seguridad 24/7 y áreas verdes comunes.

Si desea lo podemos asesorar con la obtención del crédito hipotecario.

Características propiedad 
loggia, cocina equipada

Características comunidad 
accesos controlados

Gastos 
Gastos comunes: $ 95.000

Estacionamientos y bodegas 
 Estacionamientos: 1",UF,null,Departamentos,Propiedades usadas,9/6/2020,,,Ñuñoa
1594170865-620,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.700,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5707367-duble-de-almeyda-campo-de-deportes-uda#position=4&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.7,115 m²,95 m²,4,2,1,"Descripción
			
			
			
	

	

	
	
		Se vende departamento en sector Dublé de Almeyda - Campo de Deportes.Excelente locomoción, a tres cuadras de estaciones Metro Ñuñoa y Monseñor Eyzaguirre. 
Cercano a supermercados, comercio, bomberos, restaurantes, colegios, centros culturales y plazas de juegos. 
 
Características Departamento:
* Cuatro Dormitorios
* Dos Baños
* Cocina americana, amoblada y equipada
* Loggia
* Living Comedor amplio
* Terraza
* Un estacionamiento
* Una bodega
* 95 mt2 útil
* 115 mt2 total
* Segundo piso
* Orientación: sur
* Piso baños: Cerámica
* Piso dormitorios: Alfombrado
 
Características Edificio: 
* Conserjería 24 horas
* Portón eléctrico
* Estacionamiento de visitas
* Citófono
* Piscina
* Gimnasio
* Quincho
* Lavandería
* Áreas verdes
* Área de juegos
* Sala Multiuso
* Circuito cerrado de TV
* Año de construcción: 2009
 
 
 
Interesados envíen * Nombre * Celular * Rut para coordinar visita por email o si prefiere Celular / whatsaap: +569 35103971 
 Cod: IL 200304

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante

Características propiedad 
cocina americana, loggia, cocina amoblada, cocina equipada, portón automático

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, juegos infantiles, piscina, portón eléctrico, quincho, sala de eventos

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,7/7/2020,,,Ñuñoa
1594170787-585,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 195.000.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5643811-general-gorostiaga-echenique-patio-uda#position=39&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",195.000.000,118 m²,88 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Características:

- Primer piso con patio de 30 mt2
- Confortable y tranquilo departamento en primer piso con jardin de 30m2, (no a la calle), sin ruido
- Cercano a Colegio Calasanz, Supermercados y comercio en general.
- 88 mt2/118 m2
- Logia
- Estacionamiento
- Bodega
- Gastos Comunes $115.000
- Orientación Surponiente
- Piso 1
- Edificio de 5 pisos
- Edificio en excelente estado de conservación, quincho, piscina, áreas verdes
- Twitter:@GardellaPropied


Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",$,null,Departamentos,Propiedades usadas,2/6/2020,,,Ñuñoa
