web-scraper-order,web-scraper-start-url,item,item-href,Name,Price,MtTot,MtUtil,Bdroom,Bath,Parking,Description,PriceUnit,Province,PropertyType,PropertyState,PublishedDate,pages,pages-href
1594170448-542,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.990,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5686876-santa-marta-de-huechura-uda#position=10&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.99,200 m²,140 m²,6,4,3,"Descripción
			
			
			
	

	

	
	
		ESTUPENDA CASA SOLIDA AISLADA EN MICRO BARRIO UBICADA EN SANTA MARTA DE HUECHURABA, CERCANA A COLEGIOS, SUPERMERCADO, MALL PLAZA NORTE Y LOCOMOCION COLECTIVA. FRENTE A PLAZA DE JUEGO.
LA PROPIEDAD CUENTA CON 3 NIVELES, PRIMER PISO CONFORMADO POR HALL DE ACCESO, LIVING, COMEDOR, COCINA, DORM DE SERVICIO CON BAÑO, BAÑO DE VISITA Y LAVADERO. SEGUNDO PISO CONFORMADO POR DORM PPAL, CLOSET, BAÑO, ESCRITORIO Y SALA DE ESTAR (OPCION DE DORM) TERCER PISO CONFORMADO POR: DOS DORMITORIOS (AMBOS CON CLOSET) BAÑO, SALA DE ESTAR (OPCION DE DORM). PATIO CON TERRAZA TECHADA.
PISOS DE PORCELANATOS Y PISO LAMINADO DE MADERA,COCINA REMODELADA CON ENCIMERA, HORNO Y CAMPANA.

VALOR UF 5.990

CONTACTO PARA VISITAS Y DETALLES

KUNAQ PROPERTY
+56982516116

visitas solo con los protocolos por pandemia.",UF,Huechuraba,Casas,Propiedades usadas,28-06-2020,,
1594170450-543,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 160.000.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5695324-avenida-el-guanaco-norte-2000-uda#position=9&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",160.000.000,181 m²,120 m²,5,3,3,"Descripción
			
			
			
	

	

	
	
		Vendo hermosa Casa en Huechuraba, Condominio La Liguria

Hermosa Casa en condominio, de tres pisos, en excelente estado y mantención.

Primer piso: living comedor separado con piso cerámica, cocina independiente equipada y amoblada con Logia/lavadero.

Lindo patio con césped con riego automático y cobertizo con piso cerámica
Antejardín, con 3 estacionamientos.

Condominio cuenta con guardia y vigilancia las 24 hrs. con acceso controlado. Además, tiene piscina, multicancha, quincho, áreas verdes y salón de eventos. 
Valor gastos comunes $60.000 aproximados
Segundo piso: 3 dormitorio, 2 baños, (la habitación principal con baño en suite y wolking close), piso flotante.

Tercer piso: 1 habitación amplia con clóset y sala de estar, con piso alfombrado.

Orientación Poniente.

Superficie
181 m² terreno
120 m² construcción aprox.

Situado en un tranquilo barrio residencial con una increíble ubicación, destaca por su excelente conectividad y accesibilidad a Vespucio Norte y Autopista Central. A 5 minutos de la línea 3 del metro Los Libertadores y Mall Palza Norte.

VALOR VENTA $160.000.000

Contacto interesados
Francia Saavedra
Asesora Inmobiliaria
Celular/Whatsaap: +56 9 95440993

Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra

Características propiedad 
alarma, antejardín, comedor de diario, despensa, lavadero interior, living comedor separado, pieza de planchado, pieza de servicio, quincho, riego automático, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, juegos infantiles, multicancha, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 112.000
Gastos comunes: $ 60.000",$,Huechuraba,Casas,Propiedades usadas,3/7/2020,,
1594170379-512,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 4.950,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5610530-dentro-de-condominio-excelente-ubicacion-no-pierdas-de-visitar-pv-uda#position=40&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",4.95,160.02 m²,93.95 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		DENTRO DE CONDOMINIO; SEGURIDAD 24/7

PRIMER PISO; HALL DE ENTRADA; LIVING Y COMEDOR SEPARADOS; GRAN COCINA AMOBLADA Y EQUIPADA; BAÑO DE VISITAS; LOGGIA CERRADA Y TECHADA.

SEGUNDO PISO: DORMITORIO PRINCIPAL EN SUITE Y WALKING Y CLOSET; DOS DORMITORIOS CON CLOSET; BAÑO COMPLETO.

EXTERIORES: PISCINA; TERRAZA TECHADA; ESTACIONAMIENTO DESCUBIERTO PARA DOS AUTOS; ANTEJARDIN",UF,Huechuraba,Casas,Propiedades usadas,13-05-2020,,
1594170277-464,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.600,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5521548-av-guanaco-norte-con-los-libertadores-uda#position=38&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.6,200 m²,140 m²,4,3,3,"Descripción
			
			
			
	

	

	
	
		Propiedad de 3 pisos en condominio!!

Hall de entrada, Living Comedor separados , cocina amoblada y equipada, logia.
Segundo piso:
 Dormitorio principal en Suite con Walking Closet, baño completo dos dormitorios.
Tercer piso:
Gran sala de estar


Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
alarma, antejardín, despensa, escritorio, living comedor separado, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, multicancha, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 68.000
Gastos comunes: $ 58.000",UF,Huechuraba,Casas,Propiedades usadas,8/4/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170395-518,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.920,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5614321-casa-en-sector-residencial-uda#position=34&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.92,200 m²,140 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		Casa ubicada en microbarrio con seguridad las 24 ha, plazas con juego infantiles, locomocion, supermercados, locales comerciales a una cuadra.
Caracteristicas 
1er piso
Hall de acceso, cocina comedor, logia, dormitorio y baño de servicio, living comedor
Terraza con pergola
2° piso
Dormitorio principal con baño en suite y E.C.
Sala de estar amplia (con posibilidad a cerrarse y dejarbdormitorio amplio)
3° piso
Dos dormitorios con closets y baño

Los metrajes son aprox y sujetos a cambio 
Te asesoramos con tu crédito hipotecario!",UF,Huechuraba,Casas,Propiedades usadas,15-05-2020,,
1594170360-503,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5608685-entre-pedro-fontova-y-camino-del-roble-uda#position=49&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,190 m²,102 m²,4,2,1,"Descripción
			
			
			
	

	

	
	
		Gran casa, muy bien ubicada. A pasos de locomoción en un sector muy tranquilo.
Primer Piso: Dormitorio principal en suite, alfombrado. Living comedor. Cocina. Terraza.
Segundo Piso: Sala de estar, 3 dormitorios y 1 baño.


Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, patio de servicio, portón eléctrico, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,12/5/2020,,
1594170382-513,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5610874-lombardia-berta-correa-uda#position=39&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5,150 m²,87 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Bonita casa aislada, ubicada en sector Berta Correa. Cercana a supermercados, colegios y comercio en general.

PRIMER PISO
Living comedor piso flotante, cocina amoblada y equipada con encimera, campana, horno, mesa comedor de diario, loggia techada y cerrada, baño de visitas.

SEGUNDO PISO
Tres dormitorios, el principal en suite con walk in closet, más un segundo baño completo. (Dormitorios alfombrados, todos con closet)

EXTERIORES
Estacionamiento vehicular, antejardín y jardín, terraza.

Gastos comunes $20.000 ( aproximados)

*Metrajes aproximados",UF,Huechuraba,Casas,Propiedades usadas,13-05-2020,,
1594170333-490,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 135.000.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5605707-a-media-cuadra-de-pedro-fontova-en-condominio-uda#position=12&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",135.000.000,132 m²,97 m²,3,4,2,"Descripción
			
			
			
	

	

	
	
		Casa no perimetral, en Condominio muy tranquilo y con excelente seguridad.
2 SUITE!!!!
1er piso: Hall de acceso, Living comedor, cocina, logia, bodega. Dormitorio principal en suite y amplio closet. Terraza techada. Baño de visitas.
2o. piso: 2 amplios dormitorios, uno en suite, gran sala de estar.
Antejardin y estacionamiento para 4 autos.
Condominio muy tranquilo, a pasos de locomoción, comercio y colegios.


Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, patio de servicio, pieza de planchado, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles

Gastos 
Contribuciones: $ 60.000
Gastos comunes: $ 45.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",$,Huechuraba,Casas,Propiedades usadas,11/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170296-473,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 7.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5564903-calle-del-manantial-guanaco-norte-uda#position=29&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",7,215 m²,140 m²,4,4,1,"Descripción
			
			
			
	

	

	
	
		Espectacular casa con gran plaza cerca de Pedro Fontova
Casa solida de 3 pisos en barrio cerrado, vigilancia y acceso controlado
Primer piso: Living comedor separado, cocina amoblada y equipada, loggia y patio con riego automático, terraza y piscina. 
Segundo piso: Dormitorio principal en suite, 2 dormitorios y baño
Tercer piso: Un gran dormitorio, sala de estar y baño

Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: caldera
Calefacción: caldera

Características propiedad 
comedor de diario, living comedor separado, piscina, riego automático, terraza con techo, cocina amoblada

Características comunidad 
accesos controlados, circuito cerrado de tv",UF,Huechuraba,Casas,Propiedades usadas,18-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170420-529,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5656575-del-manantial-santa-marta-de-huechuraba-uda#position=23&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,190 m²,110 m²,4,2,3,"Descripción
			
			
			
	

	

	
	
		Construcción de dos pisos, con cuatro dormitorios, dos baños, living comedor, cocina con logia, terraza cerrada. Primer piso con cerámica, segundo piso con alfombra. Tiene una bodega, y espacio para estacionar 3 autos.",UF,Huechuraba,Casas,Propiedades usadas,9/6/2020,,
1594170292-471,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5561999-vende-pedro-fontova-corredora-no-dejar-de-ver-uda#position=31&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,172 m²,139 m²,5,3,1,"Descripción
			
			
			
	

	

	
	
		EXCELENTE, CONDOMINIO, 3 PISOS!!! A PASOS DE COMERCIO, COLEGIO Y LOCOMOCION!!! NO DEJAR DE VISITAR!!!

PRIMER PISO:
Hall de entrada con piso flotante. living comedor separados con piso flotante. Un dormitorio en suite. Cocina amblada y equipada con cocina encimera, horno y campana, comedor de diario. Gran logia techada y cerrada. Baño de visitas.
SEGUNDO PISO: Subida escala alfombrada. Tres dormitorios, principal en suite. Un Baño completo. TODO CON PISO FLOTANTE!
TERCER PISO: Subida escala alfombrada. Dos dormitorios. TODO CON PISO FLOTANTE.
DOS EQUIPOS DE AIRE ACONDICIONADO. Dos estufas murales a gas.
Ante jardín, terraza techada con pergola.
Estacionamiento descubierto para un auto!

EL CONDOMINIO CUENTA CON SEGURIDAD 24/7, PISCINA, QUINCHO, JUEGOS INFANTILES, ESTACIONAMIENTOS PARA VISITAS!!!

Características propiedad 
antejardín, comedor de diario, lavadero interior, living comedor separado, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, juegos infantiles, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 109.000
Gastos comunes: $ 60.000",UF,Huechuraba,Casas,Propiedades usadas,16-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170341-494,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5606550-santa-rosa-de-huechuraba-no-paga-gastos-comunes-uda#position=8&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,191 m²,128 m²,4,4,2,"Descripción
			
			
			
	

	

	
	
		Casa muy amplia, ubicada en sector muy tranquilo del sector, a pasos de importante colegio.
Piso 1: Living comedor separados en amplios espacios, baño de visitas, cocina amoblada y equipada, logia y bodega. 
Piso 2 dormitorio principal en suite y con waking closet, 2 amplios dormitorios y otro baño.
Piso 3: Enorme sala de estar y otra suite con closet.
Patio formado, con terraza techada, quincho, espacio para piscina, patio de servicio, antejardin, riego automático.
Ideal para familia grande.

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, pieza de planchado, pieza de servicio, quincho, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall, portón automático

Características comunidad 
áreas verdes, estacionamiento de visitas, juegos infantiles

Gastos 
Contribuciones: $ 70.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,11/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170435-536,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.200,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5676986-muy-central-fuera-de-condominio-uda#position=16&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.2,190 m²,117 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Excelente casa de dos pisos fuera de condominio, cercana a colegios, centro comerciales, supermercados, Mall.

Primer Piso: Living y comedor juntos con piso flotante, dormitorio en suite con walking closet, cocina amblada y equipada. Comedor de diario.

Segundo Piso: 2 dormitorios, sala de estar y baño completo.

Patio y loggia.

Estacionamientos dos autos. Metrajes aproximados.

Para visitas coordinar con: SISSI BAGINSKY M. - 973050079/JUSTA ZUBIA T. - 973050004
                                          
 

Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: caldera

Características propiedad 
antejardín, sala de estar",UF,Huechuraba,Casas,Propiedades usadas,22-06-2020,,
1594170426-532,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.700,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5574789-propiedades-jhj-vende-hermosa-casa-como-piloto-cercana-supermercados-colegios-uda#position=20&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.7,198 m²,140 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		Hermosa casa dentro de condominio como piloto, tres pisos, aislada
Primer Piso : Living comedor separados , cocina completamente equipada , baño de visita.
Segundo Piso: Dormitorio principal en suite wlak in closet , mas dos dormitorios amplios y su baño completo todo en piso flotante.
Tercer Piso : Cuarto dormitorio y gran sala de estar
Patio : Terraza  amplia  techada, piscina  iluminada con lindo deck
No pierdas  esta oportunidad !!  La casa esta en excelente estado  lista para habitar !!
 Seguridad 24/7 estacionamiento de visitas y juegos ´para niños, cerca de centros comerciales, colegios, a pasos de locomoción

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante

Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, living comedor separado, mansarda, patio de servicio, piscina, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,10/6/2020,,
1594170439-538,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.300,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5678035-dentro-de-condominio-sector-el-carmen-pv-uda#position=14&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.3,204 m²,107.4 m²,6,3,2,"Descripción
			
			
			
	

	

	
	
		Excelente propiedad, ampliada, seguridad 24/7, sector del Carmen, cerca de supermercado y comercio.

Primer piso: Hall de entrada; baño de visitas; cocina amoblada y equipada; con comedor de diario; pieza de servicio; dormitorio principal en suite con walk in closet.

Segundo piso: cuatro dormitorios; baño completo.

Exterior: jardín formado; terraza techada; barbecue. estacionamiento descubierto para dos autos.",UF,Huechuraba,Casas,Propiedades usadas,22-06-2020,,
1594170339-493,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5605818-calle-berta-correa-av-los-libertadores-uda#position=9&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5,230 m²,94 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Casa aislada en condominio muy tranquilo y muy bien ubicado.
Piso 1: Completo piso cerámica. Recibos, living comedor, sala de estar u oficina, baño visitas, cocina amplia, amoblada y equipada. Logia cerrada y amboblada. Terraza techada, Piscina. Estacionamiento para 2 vehículos.
Piso 2: Desde escalera con Piso Flotante. Dormitorio principal en Suite y con waking closet, 2 dormitorios amplios y un tercer baño.
Condominio con gran seguridad 7/24, quincho, piscinas, áreas verdes, juegos infantiles, sala de eventos y estacionamiento de visitas.
A pasos de locomoción, llegas es pocos minutos al Metro y Mall Plaza Norte, cerca de supermercado, comercio y colegios de la zona.

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, piscina, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, multicancha, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 50.000
Gastos comunes: $ 90.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,11/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170268-460,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5541836-gran-casa-en-condominio-uda#position=42&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,185 m²,170 m²,6,4,2,"Descripción
			
			
			
	

	

	
	
		Casa interior de 3 pisos en Condominio Cerrado,

Características 
1er Piso Estacionamiento para dos autos 
Hall de entrada, oficina, living y comedor separado, con cocina y comedor de diario. Baño de visitas, bodega. Gran Sala de estar
Gran dormitorio y baño de servicio habilitados para persona con discapacidad 
Patio trasero con 1 terrazas con pérgola y, logia, quincho. 

2do Piso 
Dos dormitorios y baño amplio, más pieza principal en suite, con walking closet. 

3er Piso Con dos dormitorios con closet, aire acondicionado. 

Condominio cuenta con 2 piscinas, Club House, Seguridad y guardia las 24 horas, cerco eléctrico, cámaras de seguridad, estacionamiento de visita, juegos infantiles Gastos comunes aproximados $45.000 

Nota El metraje es aproximado y sujeto a confirmación

Interesados en visitar contactar a Tatiana Vergara a tatiana.vergara@aicn.cl ó al +56994990865",UF,Huechuraba,Casas,Propiedades usadas,3/4/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170418-528,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.790,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5650121-el-sauce-pedro-fontova-portada-de-huechuraba-uda#position=24&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.79,220 m²,140 m²,4,4,3,"Descripción
			
			
			
	

	

	
	
		DEL VALLE VENDE
EXCELENTE PROPIEDAD - MEJOR UBICACIÓN HUECHURABA

Hermosa propiedad como nueva, Pedro Fontova - El Sauce. Seguridad 24 horas.
Cercana a colegios, supermercados, Mall Plaza Norte, comercio en general, locomoción colectiva.

4 baños, 4 dormitorios

Excelentes terminaciones, área de servicio, terraza, quincho, jardín, estacionamiento para hasta 3 autos.

El condominio posee estacionamiento de visitas.

Gastos comunes $80.000 

CONTACTO:
Exequiel Gonzalez
+56 9 94489338
egonzalez@delvallepropiedades.cl",UF,Huechuraba,Casas,Propiedades usadas,5/6/2020,,
